t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1779611378.4430556,0.0017453292519943296,0.0,0.0,0.11012196470916602,0.0020777729190408684,0.0,0.4752,1.4652,0.35639999999999994,0.015661519371594865,0.0,0.0,0.003490658503988659,0.0,0.0,0.1184330563853295,0.0,0.0
1779611378.4530513,0.003490658503988659,0.0,0.0,0.1184330563853295,0.0,0.0,0.4752,1.3464,0.3168,0.01720720811206686,0.0,0.0,0.005235987755982989,0.0,0.0,0.13505523973765646,0.0,0.0
1779611378.4630978,0.005235987755982989,0.0,0.0,0.13505523973765646,0.0,0.0,0.0792,1.3860000000000001,0.27720000000000006,0.01875172493990368,0.0,0.0,0.006981317007977318,0.0,0.0,0.13297746681861558,0.0,0.0
1779611378.4729655,0.006981317007977318,0.0,0.0,0.13297746681861558,0.0,0.0,0.3168,1.5444,0.396,0.020299430021722534,0.0,0.0,0.008726646259971648,0.0,0.0,0.12882192098053383,0.0,0.0
1779611378.4830565,0.008726646259971648,0.0,0.0,0.12882192098053383,0.0,0.0,0.396,1.3860000000000001,0.396,0.021814669159893867,0.0,0.0,0.008726646259971648,0.0,0.0,0.12882192098053383,0.0,0.0
1779611378.4931457,0.008726646259971648,0.0,0.0,0.12882192098053383,0.0,0.0,0.396,1.3860000000000001,0.396,0.023358789332459648,0.0,0.0,0.010471975511965978,0.0,0.0,0.157910741847106,0.0,0.0
1779611378.503063,0.010471975511965978,0.0,0.0,0.157910741847106,0.0,0.0,-0.1584,1.4255999999999998,0.396,0.024896750455093222,0.0,0.0,0.012217304763960306,0.0,0.0,0.1516774230899834,0.0,0.0
1779611378.5129373,0.012217304763960306,0.0,0.0,0.1516774230899834,0.0,0.0,0.1584,1.584,0.4356,0.026402415793784065,0.0,0.0,0.013962634015954637,0.0,0.0,0.13921078557573818,0.0,0.0
1779611378.5230553,0.013962634015954637,0.0,0.0,0.13921078557573818,0.0,0.0,0.5148,1.5048000000000001,0.4752,0.027895200610220473,0.0,0.0,0.015707963267948967,0.0,0.0,0.14752187725190166,0.0,0.0
1779611378.533111,0.015707963267948967,0.0,0.0,0.14752187725190166,0.0,0.0,0.4752,1.3860000000000001,0.27720000000000006,0.02941785772277641,0.0,0.0,0.015707963267948967,0.0,0.0,0.157910741847106,0.0,0.0
1779611378.5430725,0.015707963267948967,0.0,0.0,0.157910741847106,0.0,0.0,0.1188,1.5048000000000001,0.3168,0.03092378872296375,0.0,0.0,0.017453292519943295,0.0,0.0,0.15375519600902426,0.0,0.0
1779611378.5534499,0.017453292519943295,0.0,0.0,0.15375519600902426,0.0,0.0,0.1584,1.3860000000000001,0.396,0.03240797466718466,0.0,0.0,0.019198621771937627,0.0,0.0,0.14544410433286079,0.0,0.0
1779611378.5631428,0.019198621771937627,0.0,0.0,0.14544410433286079,0.0,0.0,0.4356,1.3464,0.4356,0.03394570434385364,0.0,0.0,0.020943951023931956,0.0,0.0,0.14752187725190166,0.0,0.0
1779611378.5729263,0.020943951023931956,0.0,0.0,0.14752187725190166,0.0,0.0,0.3168,1.4652,0.396,0.03537386565081397,0.0,0.0,0.022689280275926284,0.0,0.0,0.157910741847106,0.0,0.0
1779611378.5829391,0.022689280275926284,0.0,0.0,0.157910741847106,0.0,0.0,0.0792,1.4255999999999998,0.4356,0.03680705937796686,0.0,0.0,0.024434609527920613,0.0,0.0,0.1495996501709425,-0.0020777729190408684,0.0
1779611378.5929961,0.024434609527920613,0.0,0.0,0.1495996501709425,-0.0020777729190408684,0.0,0.0792,1.5444,0.3168,0.038264848615413634,0.0,0.0,0.02617993877991494,0.0,0.0,0.13921078557573818,0.0,0.0
1779611378.6035426,0.02617993877991494,0.0,0.0,0.13921078557573818,0.0,0.0,0.4752,1.584,0.396,0.03971953077233927,0.0,0.0,0.02617993877991494,0.0,0.0,0.1495996501709425,0.0,0.0
